title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Just A Girl - Radio 1 Live Acoustic Version [Bonus Track]","No Doubt","Rock Steady (Expanded Edition)",USIR10211437,spotify,3YMIOpiRrQwLpHfeERdgem,214s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3YMIOpiRrQwLpHfeERdgem
"Hey Baby","No Doubt, Bounty Killer","Rock Steady (Expanded Edition)",USIR10120513,spotify,2QsoVMTKj5m5kgztTOep98,207s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2QsoVMTKj5m5kgztTOep98
"Shattered (Turn The Car Around)",O.A.R.,"All Sides (Deluxe Edition)",USAT20801955,spotify,0J3MfW6wwIBqC4zjp5AbQL,255s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0J3MfW6wwIBqC4zjp5AbQL
"Champagne Supernova - Remastered",Oasis,"(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]",GBQCP1400118,spotify,40bynawzslg9U7ACq07fAj,448s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/40bynawzslg9U7ACq07fAj
"Wonderwall - Remastered",Oasis,"(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]",GBQCP1400109,spotify,5wj4E6IsrVtn8IBJQOd0Cl,259s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5wj4E6IsrVtn8IBJQOd0Cl
"Don't Look Back In Anger - Remastered",Oasis,"(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]",GBQCP1400110,spotify,7CVYxHq1L0Z4G84jTDS6Jl,290s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7CVYxHq1L0Z4G84jTDS6Jl
"Wonderwall (Live at Knebworth, 10 August '96)",Oasis,"Wonderwall (Live at Knebworth, 10 August '96)",GBQCP2100014,spotify,2fUgZngECfVcTss4i1sG0i,245s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2fUgZngECfVcTss4i1sG0i
"Wonderwall - Remastered",Oasis,"(What's The Story) Morning Glory? (Deluxe Remastered Edition)",GBQCP1400109,spotify,7ygpwy2qP3NbrxVkHvUhXY,259s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7ygpwy2qP3NbrxVkHvUhXY
"Little Talks","Of Monsters and Men","My Head Is An Animal",USUM71119106,spotify,2ihCaVdNZmnHZWt0fvAM7B,267s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2ihCaVdNZmnHZWt0fvAM7B
"How Bizarre",OMC,"How Bizarre",NZPY09500002,spotify,0wJyFu6JHwUoKQN5X3uzVe,224s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0wJyFu6JHwUoKQN5X3uzVe
Apologize,OneRepublic,"Dreaming Out Loud",USUM70757102,spotify,1NrJYpdAi7uosDRPmSYrsG,208s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1NrJYpdAi7uosDRPmSYrsG
"Good Life",OneRepublic,"Waking Up",USUM70999110,spotify,6OtCIsQZ64Vs1EbzztvAv4,253s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6OtCIsQZ64Vs1EbzztvAv4
"Counting Stars",OneRepublic,Native,USUM71301306,spotify,6sy3LkhNFjJWlaeSMNwQ62,258s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6sy3LkhNFjJWlaeSMNwQ62
"Hey Ya!",Outkast,"Speakerboxxx/The Love Below",USAR10300924,spotify,2PpruBYCo4H7WOBJ7Q2EwM,235s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM
"High Hopes","Panic! At The Disco","Pray for the Wicked",USAT21801174,spotify,1rqqCSm0Qe4I9rUvWncaom,191s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
"I Write Sins Not Tragedies","Panic! At The Disco","A Fever You Can't Sweat Out",US56V0507710,spotify,4bPQs0PHn4xbipzdPfn6du,187s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4bPQs0PHn4xbipzdPfn6du
"Hey Ya! - Live Session from Spotify Studios NYC","Panic! At The Disco","Spotify Singles",USAT21811477,spotify,22qQjtiv3Xy1P8WvpA6HgR,184s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/22qQjtiv3Xy1P8WvpA6HgR
"Scars - Acoustic Version","Papa Roach",Scars,USDW10500100,spotify,0xIIXygHdt17X6HtObqK7M,192s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0xIIXygHdt17X6HtObqK7M
"Ain't It Fun",Paramore,Paramore,USAT21300009,spotify,1j8z4TTjJ1YOdoFEDwJTQa,297s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1j8z4TTjJ1YOdoFEDwJTQa
"Still into You",Paramore,Paramore,USAT21300012,spotify,1yjY7rpaAQvKwpdUliHx0d,216s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1yjY7rpaAQvKwpdUliHx0d
"Misery Business",Paramore,Riot!,USAT20702617,spotify,6SpLc7EXZIPpy0sVko0aoU,212s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6SpLc7EXZIPpy0sVko0aoU
"This Is Why",Paramore,"This Is Why",USAT22215020,spotify,7z84Fwf1R3Z2BwHCP620CI,208s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7z84Fwf1R3Z2BwHCP620CI
"Better Man","Pearl Jam",Vitalogy,USSM11100237,spotify,2B98ljvzqpCVgt5reTHq28,269s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2B98ljvzqpCVgt5reTHq28
"Daughter - Remastered","Pearl Jam",Vs.,USSM11100214,spotify,53eJFr4Mfbw5PXJ01K6cFw,234s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/53eJFr4Mfbw5PXJ01K6cFw
"State of Love and Trust","Pearl Jam","rearviewmirror (greatest hits 1991-2003)",USSM10413940,spotify,6dnmovOCP7vG4ysCvX2ub4,224s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6dnmovOCP7vG4ysCvX2ub4
"Young Folks","Peter Bjorn and John","Writer's Block",SEBPA0600024,spotify,6M6UoxIPn4NOWW0x7JPRfv,279s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6M6UoxIPn4NOWW0x7JPRfv
"California - Tchad Blake Mix","Phantom Planet","The Guest (Expanded Edition)",USSM10105453,spotify,497Fkp3gRiGrRMoqBTDudr,194s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/497Fkp3gRiGrRMoqBTDudr
Home,"Phillip Phillips","The World From The Side Of The Moon (Deluxe)",QMTM61200272,spotify,4rsW3WCZBGwhHfJWuHRwyT,210s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4rsW3WCZBGwhHfJWuHRwyT
Home,"Phillip Phillips","The World From The Side Of The Moon",QMTM61200272,spotify,1EAgPzRbK9YmdOESSMUm6P,210s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1EAgPzRbK9YmdOESSMUm6P
"Gone, Gone, Gone","Phillip Phillips","The World From The Side Of The Moon (Deluxe)",QMTM61200406,spotify,5L79aNYCTKiZq7vaOElXYj,210s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5L79aNYCTKiZq7vaOElXYj
1901,Phoenix,"Wolfgang Amadeus Phoenix",FR31Q0900002,spotify,3FM33HqRlV7J1QJoPOnd2u,193s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3FM33HqRlV7J1QJoPOnd2u
Lisztomania,Phoenix,"Wolfgang Amadeus Phoenix",FR31Q0900001,spotify,7hwcojGiRqYm100tSmpZE3,242s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7hwcojGiRqYm100tSmpZE3
"After Midnight",Phoenix,"Alpha Zulu",FR9W12218347,spotify,21rpBPAlXAvBavvu5kCQzs,192s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/21rpBPAlXAvBavvu5kCQzs
"Winter Solstice",Phoenix,"Winter Solstice",FR9W12219633,spotify,3Y0SA1vOKOXdywTYUqeIA8,236s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3Y0SA1vOKOXdywTYUqeIA8
"Tonight (feat. Ezra Koenig)","Phoenix, Ezra Koenig","Tonight (feat. Ezra Koenig)",FR9W12219594,spotify,4JvFNFTjEtZyEzh8w0YzHF,247s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4JvFNFTjEtZyEzh8w0YzHF
"Every You Every Me",Placebo,"Without You I'm Nothing",GBAAA9820460,spotify,3tRv4ZYZimrL27flnjgeR6,214s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3tRv4ZYZimrL27flnjgeR6
"Hey There Delilah","Plain White T's","All That We Needed",US5260507213,spotify,4RCWB3V8V0dignt99LZ8vH,233s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4RCWB3V8V0dignt99LZ8vH
"Feel It Still","Portugal. The Man",Woodstock,USAT21700437,spotify,6QgjcU0zLnzq5OrUoSZ3OK,163s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
"Standing Outside a Broken Phone Booth with Money in My Hand","Primitive Radio Gods",Rocket,USSM10016708,spotify,5hcer4MP5GeHqtSjDYx5AC,337s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5hcer4MP5GeHqtSjDYx5AC
"Blurry - Acoustic","Puddle Of Mudd","The Ultimate Skate Acoustic Album",USUM70744579,spotify,6xPVpb7so4zRVzwo30Ek0y,312s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6xPVpb7so4zRVzwo30Ek0y
"She Hates Me","Puddle Of Mudd","Come Clean",USIR10110582,spotify,16DhvbuyvJob4Q9GHNYu2n,217s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/16DhvbuyvJob4Q9GHNYu2n
"No One Knows","Queens of the Stone Age","Songs For The Deaf",USIR10211291,spotify,6NvRxjfYkkT2SpirAlmsjH,279s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6NvRxjfYkkT2SpirAlmsjH
"Shiny Happy People",R.E.M.,"Out Of Time (25th Anniversary Edition)",USC4R1605377,spotify,1v2zyAJrChw5JnfafSkwkJ,226s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1v2zyAJrChw5JnfafSkwkJ
"Losing My Religion",R.E.M.,"Out Of Time (25th Anniversary Edition)",USC4R1605373,spotify,31AOj9sFz2gM0O3hMARRBx,268s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx
"Man On The Moon",R.E.M.,"Automatic For The People",USWB19901554,spotify,4jLv3tDBu8ww2R07DvL12s,314s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4jLv3tDBu8ww2R07DvL12s
"Karma Police",Radiohead,"OK Computer",GBAYE9701368,spotify,3SVAN3BRByDmHOhKyIDxfC,264s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3SVAN3BRByDmHOhKyIDxfC
"High And Dry",Radiohead,"The Bends",GBAYE9400055,spotify,5jafMI8FLibnjkYTZ33m0c,257s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5jafMI8FLibnjkYTZ33m0c
Creep,Radiohead,"Pablo Honey",GBAYE9200070,spotify,70LcF31zb1H0PyJoS1Sx1r,239s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r
Human,"Rag'n'Bone Man","Human (Deluxe)",GBARL1600665,spotify,58zsLZPvfflaiIbNWoA22O,200s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
"Give It Away","Red Hot Chili Peppers","Blood Sugar Sex Magik (Deluxe Edition)",USWB19901574,spotify,0uppYCG86ajpV2hSR3dJJ0,283s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0uppYCG86ajpV2hSR3dJJ0
"Dani California","Red Hot Chili Peppers","Stadium Arcadium",USWB10600700,spotify,10Nmj3JCNoMeBQ87uw5j8k,282s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/10Nmj3JCNoMeBQ87uw5j8k
"Scar Tissue","Red Hot Chili Peppers","Californication (Deluxe Edition)",USWB19900674,spotify,1G391cbiT3v3Cywg8T7DM1,216s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1G391cbiT3v3Cywg8T7DM1
"Snow (Hey Oh)","Red Hot Chili Peppers","Stadium Arcadium",USWB10601591,spotify,2aibwv5hGXSgw7Yru8IYTO,335s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO
"Can't Stop","Red Hot Chili Peppers","By the Way (Deluxe Edition)",USWB10201694,spotify,3ZOEytgrvLwQaqXreDs2Jx,269s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3ZOEytgrvLwQaqXreDs2Jx
"Under the Bridge","Red Hot Chili Peppers","Blood Sugar Sex Magik (Deluxe Edition)",USWB19901576,spotify,3d9DChrdc6BOeFsbrZ3Is0,264s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0
"Tippa My Tongue","Red Hot Chili Peppers","Tippa My Tongue",USWB12201928,spotify,3s53zBEi1ZU6dJj19eFOxW,261s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3s53zBEi1ZU6dJj19eFOxW
Otherside,"Red Hot Chili Peppers","Californication (Deluxe Edition)",USWB19900693,spotify,64BbK9SFKH2jk86U3dGj2P,255s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/64BbK9SFKH2jk86U3dGj2P
"Ready to Go",Republica,Republica,GBARL9600018,spotify,7Duqn8un04Nz5n4PWk83Q5,302s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7Duqn8un04Nz5n4PWk83Q5
"This Is How a Heart Breaks","Rob Thomas","Something to Be",USAT20403947,spotify,3Voz5vnFfMu8nrVP6hIYte,231s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3Voz5vnFfMu8nrVP6hIYte
"Lonely No More","Rob Thomas","Something to Be",USAT20500023,spotify,4faFAhOflLzhfJECveRwva,227s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4faFAhOflLzhfJECveRwva
"The Game of Love (feat. Michelle Branch) - Main / Radio Mix","Santana, Michelle Branch",Shaman,USAR10201054,spotify,41IShViF79gmulEkIHAjcb,254s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/41IShViF79gmulEkIHAjcb
Move,"Santana, Rob Thomas, American Authors",Move,QMRSZ2101892,spotify,46UPxQScuRtw2jvE23vuYJ,165s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/46UPxQScuRtw2jvE23vuYJ
"Love Song","Sara Bareilles","Little Voice",USSM10700066,spotify,4E6cwWJWZw2zWf7VFbH7wf,259s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4E6cwWJWZw2zWf7VFbH7wf
"Building a Mystery","Sarah McLachlan",Surfacing,USAR19700533,spotify,3ozomn4PrGEKEuusxX2HpC,247s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3ozomn4PrGEKEuusxX2HpC
"Sweet Surrender","Sarah McLachlan",Surfacing,USAR19700539,spotify,46ShsS3tyqJAJdxUjPezdI,241s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/46ShsS3tyqJAJdxUjPezdI
"Closing Time",Semisonic,"20th Century Masters: The Millennium Collection: Best Of Semisonic",USMC19800013,spotify,1A5V1sxyCLpKJezp75tUXn,274s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1A5V1sxyCLpKJezp75tUXn
"Sunny Came Home","Shawn Colvin","A Few Small Repairs",USSM19601709,spotify,4mOxpj82q6n3EO7HBZCelX,264s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4mOxpj82q6n3EO7HBZCelX
Lullaby,"Shawn Mullins","The Essential Shawn Mullins",USSM19803542,spotify,5sMUwUR3JI2woCOrNbizUt,331s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5sMUwUR3JI2woCOrNbizUt
Geronimo,Sheppard,"Bombs Away",AUIYA1400002,spotify,19cL3SOKpwnwoKkII7U3Wh,218s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/19cL3SOKpwnwoKkII7U3Wh
"Everyday Is A Winding Road","Sheryl Crow","Sheryl Crow",USAM19604368,spotify,0t6DAi9KEiaWOtgTTXGhD2,256s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0t6DAi9KEiaWOtgTTXGhD2
"My Favorite Mistake","Sheryl Crow","The Globe Sessions",USAM19800172,spotify,1LAW7bK2NUJfrnmy2KRCs3,245s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1LAW7bK2NUJfrnmy2KRCs3
"Strong Enough","Sheryl Crow","Tuesday Night Music Club",USAM19300007,spotify,25IRjWUZ60n7KXxcB4DiX9,190s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/25IRjWUZ60n7KXxcB4DiX9
"All I Wanna Do","Sheryl Crow","Tuesday Night Music Club",USAM19300013,spotify,3ZpQiJ78LKINrW9SQTgbXd,272s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3ZpQiJ78LKINrW9SQTgbXd
"A Change Would Do You Good","Sheryl Crow","Sheryl Crow",USAM19604362,spotify,4AzOfkNxCSuuxOvqDxrLA4,230s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4AzOfkNxCSuuxOvqDxrLA4
"If It Makes You Happy","Sheryl Crow","Sheryl Crow",USAM19604339,spotify,5XrfFo0JFOnWD9ZMNXGkQh,323s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5XrfFo0JFOnWD9ZMNXGkQh
"Everyday Is a Winding Road - Live","Sheryl Crow","Live at the Capitol Theatre - 2017 Be Myself Tour",QM6XS1808734,spotify,1XsjUPGriGX8ojKqjqIym0,396s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1XsjUPGriGX8ojKqjqIym0
"I'm Just a Kid","Simple Plan","No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",USAT20111234,spotify,6otiaV2fagE3s8IvP6WkwG,198s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6otiaV2fagE3s8IvP6WkwG
"All For You - Acoustic","Sister Hazel","Before The Amplifiers...Live Acoustic",USB760800991,spotify,4mEGUDf9wf7V42fBKOKPEe,344s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4mEGUDf9wf7V42fBKOKPEe
"Kiss Me","Sixpence None The Richer","Sixpence None the Richer",USEE19900312,spotify,754kgU5rWscRTfvlsuEwFp,209s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/754kgU5rWscRTfvlsuEwFp
"Kiss Me - AOL Sessions Acoustic Version","Sixpence None The Richer","AOL Sessions",USWR60400549,spotify,79z7dHVpP3ODaat0CK29db,181s,"2022-09-20 20:26",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/79z7dHVpP3ODaat0CK29db
"Can't Get Enough Of You Baby","Smash Mouth","Astro Lounge",USIR19902230,spotify,0UVIXwqfTjefBbDyY60MWB,151s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0UVIXwqfTjefBbDyY60MWB
"I'm A Believer - Radio Edit","Smash Mouth","Smash Mouth",USDW10110270,spotify,1RC5Mb0VhnlhnMlFDnrvE0,183s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1RC5Mb0VhnlhnMlFDnrvE0
"Walkin' On The Sun","Smash Mouth","Fush Yu Mang (20th Anniversary Edition)",USIR19701434,spotify,4TQeNHx85xcP9YRkvJC6K1,208s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4TQeNHx85xcP9YRkvJC6K1
"Then The Morning Comes","Smash Mouth","Astro Lounge",USIR19902224,spotify,50MfV7a1pnOEcf2t9kobxW,182s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/50MfV7a1pnOEcf2t9kobxW
"6 Underground","Sneaker Pimps","Becoming X",GBCDN9600003,spotify,7KvSuH86lIT2aTl9PBCAfd,229s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7KvSuH86lIT2aTl9PBCAfd
"Chasing Cars","Snow Patrol","Eyes Open",GBUM70600345,spotify,11bD1JtSjlIgKgZG2134DZ,268s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
"Chasing Cars","Snow Patrol","Eyes Open",GBUM70600345,spotify,5hnyJvgoWiQUYZttV4wXy6,268s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5hnyJvgoWiQUYZttV4wXy6
"Runaway Train (2022 Remaster)","Soul Asylum","Grave Dancers Union (2022 Remaster)",USSM19200235,spotify,3TW48DvQ7ChwY1Yy1tkMaP,267s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3TW48DvQ7ChwY1Yy1tkMaP
"Black Hole Sun",Soundgarden,"Superunknown (Deluxe Edition)",USAM19400007,spotify,2EoOZnxNgtmZaD8uUmz2nD,319s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2EoOZnxNgtmZaD8uUmz2nD
"In the Meantime",Spacehog,"Resident Alien",USEE10250270,spotify,02lTDOxHeXTHsdwXoz6lpC,300s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/02lTDOxHeXTHsdwXoz6lpC
"Little Miss Can't Be Wrong","Spin Doctors","Pocket Full Of Kryptonite (Anniversary Edition)",USSM19000781,spotify,1uCqIhOePc6hDMG2ijk8sp,233s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1uCqIhOePc6hDMG2ijk8sp
"Two Princes","Spin Doctors","Pocket Full Of Kryptonite",USSM19000350,spotify,4ePP9So5xRzspjLFVVbj90,256s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4ePP9So5xRzspjLFVVbj90
"Plush - 2017 Remaster","Stone Temple Pilots","Core (Super Deluxe Edition)",USAT21701897,spotify,0CkspLl535ZxdwCRs8AdZ4,314s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0CkspLl535ZxdwCRs8AdZ4
"Interstate Love Song - 2019 Remaster","Stone Temple Pilots","Purple (2019 Remaster)",USRH11901677,spotify,6qLEOZvf5gI7kWE63JE7p3,195s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6qLEOZvf5gI7kWE63JE7p3
"Little Black Backpack","Stroke 9","Greatest Hits",US3DF1010031,spotify,2ZU0H1Rr1L7rjpZGHjgkAr,225s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2ZU0H1Rr1L7rjpZGHjgkAr
Santeria,Sublime,Sublime,USGA19649253,spotify,2hnMS47jN0etwvFPzYk11f,183s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2hnMS47jN0etwvFPzYk11f
"What I Got",Sublime,Sublime,USGA19649251,spotify,3B4q6KbHbGV51HO3GznBFF,171s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3B4q6KbHbGV51HO3GznBFF
"Every Morning","Sugar Ray",14:59,USAT20902980,spotify,2ouURa1AIXp3AvkS52Jry5,220s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2ouURa1AIXp3AvkS52Jry5
Abracadabra,"Sugar Ray",14:59,USAT20902989,spotify,3iZxoFI0XqN0ytjFuWkOcz,222s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3iZxoFI0XqN0ytjFuWkOcz
"Someday - Remastered","Sugar Ray","The Best Of Sugar Ray",USAT20503174,spotify,6NcHJ23mLQKnVxQcOmT7JW,243s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6NcHJ23mLQKnVxQcOmT7JW
"Every Morning [Live Acoustic Version]","Sugar Ray","Fly EP",USAT20901810,spotify,5CxoG7ijDQRbngItWDUDyX,197s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5CxoG7ijDQRbngItWDUDyX
"When It's Over - Remastered","Sugar Ray","The Best Of Sugar Ray",USAT20404034,spotify,3eWxADd1CLwJVhyPzrCpl8,218s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3eWxADd1CLwJVhyPzrCpl8
Someday,"Sugar Ray",14:59,USAT20902984,spotify,6zeDYmP3ARpURvpK29Q09P,243s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6zeDYmP3ARpURvpK29Q09P
