title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Ants Marching","Dave Matthews Band","Under the Table and Dreaming (Expanded Edition)",USRC19401087,spotify,2FfZg072w8RoxlMOR7M4CT,271s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2FfZg072w8RoxlMOR7M4CT
"So Much to Say","Dave Matthews Band",Crash,USRC19603149,spotify,5NLUcVnVHfnkt4uUexWdIH,247s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5NLUcVnVHfnkt4uUexWdIH
"The Space Between","Dave Matthews Band",Everyday,USRC10001030,spotify,65KzDXZm9aQt8sA1k0ZVG3,242s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/65KzDXZm9aQt8sA1k0ZVG3
Crush,"Dave Matthews Band","Before These Crowded Streets",USRC19807072,spotify,6AKSrodq9kU9hmTLEeWFFr,489s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6AKSrodq9kU9hmTLEeWFFr
"What Would You Say","Dave Matthews Band","Under the Table and Dreaming (Expanded Edition)",USRC19401082,spotify,6yu913P5J0mUmbX4ZDofEv,222s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6yu913P5J0mUmbX4ZDofEv
Everyday,"Dave Matthews Band",Everyday,USRC10001035,spotify,4UkejguW7NyNfcWl2r4fqV,284s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4UkejguW7NyNfcWl2r4fqV
"Crash Into Me - Live at Radio City Music Hall, New York, NY - April 2007","Dave Matthews, Tim Reynolds","Live At Radio City",USRC10700562,spotify,6J8KRB88OX9oB5zmh3VxVA,365s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6J8KRB88OX9oB5zmh3VxVA
Babylon,"David Gray","White Ladder",GBDLY0000002,spotify,1sEDn0QkcjWGVoti0Da4kA,266s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1sEDn0QkcjWGVoti0Da4kA
"Asphalt Meadows","Death Cab for Cutie","Asphalt Meadows",USAT22204468,spotify,7xjbn0bhs7zx7E1s0lCqT3,245s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7xjbn0bhs7zx7E1s0lCqT3
"Breakfast At Tiffany's","Deep Blue Something",Home,USIR19500177,spotify,1uzWOoJdADfstQuFtQFTUn,257s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1uzWOoJdADfstQuFtQFTUn
"Roll To Me","Del Amitri",Twisted,GBAAM9500007,spotify,7LF0YY1gON8rBECsyEs0Wb,132s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7LF0YY1gON8rBECsyEs0Wb
"White Flag",Dido,"Life For Rent",GBBXH0300035,spotify,3adnLFXKO5rC1lhUNSeg3N,241s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3adnLFXKO5rC1lhUNSeg3N
"Thank You",Dido,"No Angel",USAR19900870,spotify,751gBcu62kORDelX7FV0mM,218s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/751gBcu62kORDelX7FV0mM
"Thank You",Dido,"No Angel",USAR19900870,spotify,3yUcJwYu7fXAfqMj9krY6l,218s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3yUcJwYu7fXAfqMj9krY6l
"Counting Blue Cars (Tell Me Your Thoughts On God)",Dishwalla,"Pet Your Friends",USAM19500646,spotify,6B618H5CuCdEzcVs0NKTlt,292s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6B618H5CuCdEzcVs0NKTlt
"Heroes [In the Style of ""The Wallflowers""]","Done Again","The Wallflowers - Heroes (Reproduction)",USK4W0704784,spotify,12O80QF9A6JWvXb3lb71LO,226s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/12O80QF9A6JWvXb3lb71LO
"Stay (I Missed You) [In the Style of Lisa Loeb & Nine Stories] {Performance Track with Demonstration Vocals}","Done Again","Stay (I Missed You) [In the Style of Lisa Loeb & Nine Stories] {Performance Track with Demonstration Vocals}",USK4W0707305,spotify,6xNZHiqZKEQ5YSHnbDysdy,182s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6xNZHiqZKEQ5YSHnbDysdy
"Barely Breathing","Duncan Sheik","Duncan Sheik",USAT29600039,spotify,75HZ6Wxnw8xbgz6HU9kKCS,255s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/75HZ6Wxnw8xbgz6HU9kKCS
"Barely Breathing - Live","Duncan Sheik","Live At The Cafe Carlyle",QMVYL2000017,spotify,5e603NzvBp5Glq2vTqseWL,293s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5e603NzvBp5Glq2vTqseWL
"Save Tonight","Eagle-Eye Cherry",Desireless,USSM10027246,spotify,1t2Hq2WIBcZINOEnK6mdJG,239s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1t2Hq2WIBcZINOEnK6mdJG
"Cool Kids - Acoustic",Echosmith,"Acoustic Dreams",USWB11401143,spotify,7pLB3uiK0SubjRdy8akTP3,236s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7pLB3uiK0SubjRdy8akTP3
Gelato,Echosmith,Gelato,QZVBA2200002,spotify,1FOVnwpspev8ASJOylLPP7,185s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1FOVnwpspev8ASJOylLPP7
"Cool Kids",Echosmith,"Staying In",USWB11401379,spotify,1YmmWFVwtljjdgelFyhQ74,216s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1YmmWFVwtljjdgelFyhQ74
"A Girl Like You","Edwyn Collins","Gorgeous George",GB72T1100001,spotify,6XOINCZBv8Q7RXgNNiTwIN,237s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6XOINCZBv8Q7RXgNNiTwIN
Connection,Elastica,Elastica,USIR10001394,spotify,53LZqMzQEnjBkFXPqOq0cD,140s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/53LZqMzQEnjBkFXPqOq0cD
"Ex's & Oh's","Elle King","Love Stuff",USRC11401950,spotify,70eDxAyAraNTiD6lx2ZEnH,202s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/70eDxAyAraNTiD6lx2ZEnH
She,"Elvis Costello","In Motion Pictures",USIR29900128,spotify,31Tp5iKrVUayn65qhg06nE,188s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/31Tp5iKrVUayn65qhg06nE
Unbelievable,EMF,"Schubert Dip",GBAYE9000089,spotify,5VYTKiOnHw4iTrB9pG3yum,210s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5VYTKiOnHw4iTrB9pG3yum
"Walking On A Dream","Empire of the Sun","Walking On A Dream (10th Anniversary Edition)",AUEI10800039,spotify,5r5cp9IpziiIsR6b93vcnQ,198s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5r5cp9IpziiIsR6b93vcnQ
"Crazy for This Girl","Evan And Jaron","evan and jaron",USSM10009878,spotify,2gdt70w8DOCWGq1HdkgSUd,202s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2gdt70w8DOCWGq1HdkgSUd
"Bring Me To Life",Evanescence,Fallen,USWU30200093,spotify,0COqiPhxzoWICwFCS4eZcp,236s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0COqiPhxzoWICwFCS4eZcp
"Inside Out","Eve 6","Eve 6",USRC19806848,spotify,4GiVcDqNQI0fc0yYuRGH9m,219s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4GiVcDqNQI0fc0yYuRGH9m
"mr. darkside","Eve 6","mr. darkside",US3X59406406,spotify,75LNSimwOsBRGQm9wLVdho,199s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/75LNSimwOsBRGQm9wLVdho
Wonderful,Everclear,"Songs From An American Movie: Learning How To Smile",USCA20000669,spotify,0WHOPmOuQKuu05k4g3UTvk,281s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0WHOPmOuQKuu05k4g3UTvk
"I Will Buy You A New Life",Everclear,"So Much For The Afterglow",USCA29700046,spotify,2fhfoZqqTJ8jo4HvWseNfM,238s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2fhfoZqqTJ8jo4HvWseNfM
"Father Of Mine",Everclear,"So Much For The Afterglow",USCA29600298,spotify,2hx4ptqsE8dboLH3NCLmaN,231s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2hx4ptqsE8dboLH3NCLmaN
"Santa Monica",Everclear,"Sparkle And Fade",USCA29500185,spotify,37EJtTS7jT5WUyXGZzrwnI,192s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/37EJtTS7jT5WUyXGZzrwnI
"What It's Like",Everlast,"Whitey Ford Sings the Blues",USRH10904472,spotify,0nbuX7OZkEY5agMkpr98wS,303s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0nbuX7OZkEY5agMkpr98wS
Centuries,"Fall Out Boy","American Beauty/American Psycho",USUM71412644,spotify,04aAxqtGp5pv12UXAg4pkq,228s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/04aAxqtGp5pv12UXAg4pkq
"Dance, Dance","Fall Out Boy","From Under The Cork Tree",USDJ20500174,spotify,0a7BloCiNzLDD9qSQHh5m7,180s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0a7BloCiNzLDD9qSQHh5m7
"Sugar, We're Goin Down","Fall Out Boy","From Under The Cork Tree",USIR20500201,spotify,2TfSHkHiFO4gRztVIkggkE,229s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2TfSHkHiFO4gRztVIkggkE
"Thnks fr th Mmrs","Fall Out Boy","Infinity On High",USUM70700326,spotify,3Zwu2K0Qa5sT6teCCHPShP,204s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3Zwu2K0Qa5sT6teCCHPShP
"Out Of My Head",Fastball,"All The Pain Money Can Buy",USHR19713010,spotify,5tOjRq5shlEdm15nmJBq7Z,153s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5tOjRq5shlEdm15nmJBq7Z
"The Way",Fastball,"All The Pain Money Can Buy",USHR19713001,spotify,7IsEXPk6qqt30FfQv4SZMa,257s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7IsEXPk6qqt30FfQv4SZMa
"Praise You","Fatboy Slim","You've Come A Long Way Baby",GBBMQ9800092,spotify,3yGy1JYz3zQKlxSgjgpQqX,323s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3yGy1JYz3zQKlxSgjgpQqX
1234,Feist,"The Reminder",FRUM70600217,spotify,2CzWeyC9zlDpIOZPUUKrBW,184s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2CzWeyC9zlDpIOZPUUKrBW
"Take a Picture",Filter,"Title Of Record",USRE10900252,spotify,2O2mr2gzBRtKGRiswqRyiN,364s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2O2mr2gzBRtKGRiswqRyiN
Paralyzer,"Finger Eleven","Them Vs. You Vs. Me (Deluxe Edition)",USWU30700001,spotify,28IEbk5a7twNTbUEvWslUb,208s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/28IEbk5a7twNTbUEvWslUb
"One Thing","Finger Eleven","Finger Eleven",USWU30300012,spotify,2BepFzUWfczDk68DXj10w3,280s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2BepFzUWfczDk68DXj10w3
"The Walker","Fitz and The Tantrums","More Than Just a Dream (Deluxe Edition)",USAT21300240,spotify,0Nk7bSn0MItonkR0GNs3mj,233s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0Nk7bSn0MItonkR0GNs3mj
HandClap,"Fitz and The Tantrums","Fitz and The Tantrums (Deluxe Edition)",USAT21600408,spotify,4qRaZYiaOsSvWC7VgcxrI0,193s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4qRaZYiaOsSvWC7VgcxrI0
"Superman (It's Not Easy)","Five For Fighting","America Town",USSM10102739,spotify,3TwtrR1yNLY1PMPsrGQpOp,222s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3TwtrR1yNLY1PMPsrGQpOp
"Dog Days Are Over","Florence + The Machine","Lungs (Deluxe Edition)",GBUM70900209,spotify,1YLJVmuzeM2YSUkCCaTNUB,252s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1YLJVmuzeM2YSUkCCaTNUB
"Everlong - Acoustic Version","Foo Fighters","Greatest Hits",USRW30900002,spotify,3QmesrvdbPjwf7i40nht1D,251s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3QmesrvdbPjwf7i40nht1D
"Best of You","Foo Fighters","In Your Honor",USRW30500001,spotify,5FZxsHWIvUsmSK1IAvm2pp,256s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5FZxsHWIvUsmSK1IAvm2pp
"All My Life","Foo Fighters","One By One (Expanded Edition)",USRW30200001,spotify,6tsojOQ5wHaIjKqIryLZK6,263s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6tsojOQ5wHaIjKqIryLZK6
"The Pretender","Foo Fighters","Echoes, Silence, Patience & Grace",USRW30700007,spotify,7x8dCjCr0x6x2lXKujYD34,269s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7x8dCjCr0x6x2lXKujYD34
"Monkey Wrench","Foo Fighters","The Colour And The Shape",USRW29600001,spotify,44wXefe8WB9Fd6xwtmAwbR,231s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/44wXefe8WB9Fd6xwtmAwbR
"Stacy's Mom","Fountains Of Wayne","Welcome Interstate Managers",USESC0300016,spotify,27L8sESb3KR79asDUBu8nW,198s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/27L8sESb3KR79asDUBu8nW
"Take Me Out","Franz Ferdinand","Franz Ferdinand",USSM10402947,spotify,6ooluO7DiEhI1zmK94nRCM,237s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM
"Let Go","Frou Frou",Details,GBAAN0200016,spotify,3xKTpGCsafXzV4muM1Hpl3,254s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3xKTpGCsafXzV4muM1Hpl3
"Hemorrhage (In My Hands)",Fuel,"Something Like Human",USSM10011620,spotify,1sjrDQXqAa9V07FjKIlAQ4,237s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1sjrDQXqAa9V07FjKIlAQ4
Shimmer,Fuel,Sunburn,USSM19702935,spotify,74KI6d8jEM2zwOAo3luayU,214s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/74KI6d8jEM2zwOAo3luayU
"Some Nights",fun.,"Some Nights",USAT21104050,spotify,6t6oULCRS6hnI7rm0h5gwl,277s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6t6oULCRS6hnI7rm0h5gwl
"We Are Young (feat. Janelle Monáe)","fun., Janelle Monáe","Some Nights",USAT21101399,spotify,7a86XRg84qjasly9f6bPSD,251s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7a86XRg84qjasly9f6bPSD
"Only Happy When It Rains",Garbage,"Garbage (20th Anniversary Deluxe Edition/Remastered)",USGF19500403,spotify,1IsGA5ceSC4a5nxgAEYnQd,237s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1IsGA5ceSC4a5nxgAEYnQd
"#1 Crush",Garbage,"Absolute Garbage",USNPD0601064,spotify,0P6USuYzHP8GdAyNKLkTZi,285s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0P6USuYzHP8GdAyNKLkTZi
"I Don't Want to Be","Gavin DeGraw",Chariot,USJAY0300148,spotify,4vl2zwXsTmAxgu9iY0g6UK,218s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4vl2zwXsTmAxgu9iY0g6UK
"Not Over You","Gavin DeGraw",Sweeter,USJAY1100058,spotify,6j7hih15xG2cdYwIJnQXsq,219s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6j7hih15xG2cdYwIJnQXsq
Budapest,"George Ezra","Wanted on Voyage (Expanded Edition)",GBARL1400477,spotify,2ixsaeFioXJmMgkkbd4uj1,201s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2ixsaeFioXJmMgkkbd4uj1
Shotgun,"George Ezra","Staying at Tamara's",GBARL1701372,spotify,4ofwffwvvnbSkrMSCKQDaC,201s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
"Allison Road","Gin Blossoms","New Miserable Experience",USAM19201253,spotify,1HC74E8tthM7RQn1wuFXU7,199s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1HC74E8tthM7RQn1wuFXU7
"Til I Hear It From You","Gin Blossoms","Outside Looking In: The Best Of The Gin Blossoms",USAM19500776,spotify,59IMJ1XHmOXRFE072RQafl,231s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/59IMJ1XHmOXRFE072RQafl
"Found Out About You","Gin Blossoms","New Miserable Experience",USAM19201252,spotify,5WmDRnuGYo31xrWNDcYaps,233s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5WmDRnuGYo31xrWNDcYaps
"Til I Hear It From You","Gin Blossoms","Til I Hear It From You",USAM19500776,spotify,5TKuf1mxDlHdXcvdIDViUR,232s,"2022-09-20 20:26",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5TKuf1mxDlHdXcvdIDViUR
"Heat Waves","Glass Animals","Heat Waves",GBUM72000433,spotify,6CDzDgIUqeDY5g8ujExx2f,239s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6CDzDgIUqeDY5g8ujExx2f
Crazy,"Gnarls Barkley","St. Elsewhere",USAT20611041,spotify,2N5zMZX7YeL1tico8oQxa9,182s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2N5zMZX7YeL1tico8oQxa9
"The Anthem","Good Charlotte","The Young and The Hopeless",USSM10209827,spotify,0BRHnOFm6sjxN1i9LJrUDu,175s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0BRHnOFm6sjxN1i9LJrUDu
"Lifestyles of the Rich & Famous","Good Charlotte","The Young and The Hopeless",USSM10210275,spotify,2g2a5kDeZexbUTD8abcvm6,190s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2g2a5kDeZexbUTD8abcvm6
"I Don't Wanna Be In Love (Dance Floor Anthem)","Good Charlotte","Good Morning Revival",USSM10607447,spotify,36UVZPoK8a1Oxh13cY8kOp,244s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/36UVZPoK8a1Oxh13cY8kOp
"I Just Wanna Live","Good Charlotte","The Chronicles of Life and Death (""LIFE"" version)",USSM10412717,spotify,5TjwiYZVMHVrGvRzbeCaV7,166s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5TjwiYZVMHVrGvRzbeCaV7
"Feel Good Inc.",Gorillaz,"Demon Days",GBAYE0500172,spotify,0d28khcov6AiegSCpG5TuT,223s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT
"Baby Queen",Gorillaz,"Baby Queen",GBAYE2200463,spotify,0dFwiyWPwC2yML3ZH7B56V,220s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0dFwiyWPwC2yML3ZH7B56V
"Somebody That I Used To Know","Gotye, Kimbra","Making Mirrors",AUZS21100040,spotify,4wCmqSrbyCgxEXROQE6vtV,245s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4wCmqSrbyCgxEXROQE6vtV
"When I Come Around","Green Day",Dookie,USRE19900154,spotify,1Dr1fXbc2IxaK1Mu8P8Khz,178s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Dr1fXbc2IxaK1Mu8P8Khz
"Brain Stew","Green Day",Insomniac,USRE19500211,spotify,1nLnpLXvl68RZCSjfkyiaa,193s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1nLnpLXvl68RZCSjfkyiaa
"Wake Me up When September Ends","Green Day","American Idiot",USRE10400992,spotify,3ZffCQKLFLUvYM59XKLbVm,286s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3ZffCQKLFLUvYM59XKLbVm
"Basket Case","Green Day",Dookie,USRE19900151,spotify,6L89mwZXSOwYl76YXfX13s,182s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6L89mwZXSOwYl76YXfX13s
"Good Riddance (Time of Your Life)","Green Day",Nimrod,USRE19700545,spotify,6ORqU0bHbVCRjXm9AjyHyZ,153s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6ORqU0bHbVCRjXm9AjyHyZ
"Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)","Green Day, John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company","American Idiot - The Original Broadway Cast Recording",USRE11000177,spotify,41pFyxOpS119Pb8JEzhx0w,262s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/41pFyxOpS119Pb8JEzhx0w
"Stressed Out","Guitar Dreamers","Acoustic Tribute to Twenty One Pilots (Instrumental)",USG7D1644802,spotify,7JTLrDLzCidYMzh7M5gVEq,208s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7JTLrDLzCidYMzh7M5gVEq
"The Freshman","Guitar Tribute Players","90's Acoustic Pop Hits",USG7D1484108,spotify,564tzvkWKljMxALWd8CuTv,197s,"2022-10-08 19:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/564tzvkWKljMxALWd8CuTv
"The Wire",HAIM,"Days Are Gone",USSM11304478,spotify,6golelYKuy85o3u0cxIxFK,245s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6golelYKuy85o3u0cxIxFK
"I Go Blind - 2019 Remaster","Hootie & The Blowfish","Cracked Rear View (25th Anniversary Deluxe Edition)",USRH11901034,spotify,0ye53FFhP3oRFuaz5Ubcop,193s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0ye53FFhP3oRFuaz5Ubcop
Time,"Hootie & The Blowfish","Cracked Rear View",USAT29400027,spotify,1N0UflnZhn7xOkrN2l8zxx,297s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1N0UflnZhn7xOkrN2l8zxx
"Only Wanna Be with You","Hootie & The Blowfish","Cracked Rear View",USAT29400023,spotify,1OFKUn2VLafrHj7ybnap0Q,230s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1OFKUn2VLafrHj7ybnap0Q
"Let Her Cry","Hootie & The Blowfish","Cracked Rear View",USAT29400022,spotify,6NGi23FFKq9tH5NR1NcTw2,319s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6NGi23FFKq9tH5NR1NcTw2
"Hold My Hand","Hootie & The Blowfish","Cracked Rear View",USAT29400016,spotify,4WnYuVFXe6Si4fZqkxbnvS,258s,"2022-11-15 21:03",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4WnYuVFXe6Si4fZqkxbnvS
"Take Me to Church",Hozier,"Hozier (Expanded Edition)",USSM11307291,spotify,1CS7Sd1u5tWkstBhpssyjP,242s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1CS7Sd1u5tWkstBhpssyjP
Thunder,"Imagine Dragons",Evolve,USUM71704167,spotify,1zB4vmk8tFRmM9UULNzbLB,187s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
Radioactive,"Imagine Dragons","Night Visions",USUM71201074,spotify,4G8gkOterJn0Ywt6uhqbhp,187s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp
"On Top Of The World","Imagine Dragons","Night Visions (Deluxe)",USUM71201073,spotify,6KuHjfXHkfnIjdmcIvt9r0,190s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6KuHjfXHkfnIjdmcIvt9r0
"Whatever It Takes","Imagine Dragons",Evolve,USUM71703515,spotify,6Qn5zhYkTa37e91HC1D7lb,201s,"2022-09-10 16:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb
Demons,"Imagine Dragons","Night Visions",USUM71201071,spotify,3LlAyCYU26dvFZBDUIMb7a,175s,"2022-10-25 01:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3LlAyCYU26dvFZBDUIMb7a
