title,artist,album,isrc,platform,duration,addedDate,addedBy,url
"I've Been Everywhere","Johnny Cash","American II: Unchained",USSM19605699,spotify,197s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/59J3FhCGYl18G3ouDReUge
"I Walk the Line","Johnny Cash","I Walk the Line (Original Soundtrack Recording)",USSM19902102,spotify,177s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7hxZF4jETnE5Q75rKQnMjE
"What A Man Gotta Do","Jonas Brothers","What A Man Gotta Do",USUG11904422,spotify,181s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
Sucker,"Jonas Brothers","Happiness Begins",USUG11900515,spotify,181s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
"Be Good to Yourself",Journey,"Raised On Radio",USSM18600096,spotify,232s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2D5xQtVNi4o6F3Gh1qxD3Y
"Separate Ways (Worlds Apart)",Journey,Frontiers,USSM18300106,spotify,324s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4ECNtOnqzxutZkXP4TE3n3
"Don't Stop Believin'",Journey,"Escape (Bonus Track Version)",USSM18100116,spotify,251s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
"You've Got Another Thing Coming","Judas Priest","Screaming For Vengeance (Expanded Edition)",GBBBN8202007,spotify,310s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4f3RDq9nYPBeR1yMSgnmBm
"Heading Out to the Highway","Judas Priest","Point Of Entry",GBBBN8100009,spotify,226s,"2021-07-07 20:27",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7sicPw7V9SYJl3Zjme9i4p
"Please Don't Go",K.W.S.,"Please Don't Go",DEA319803456,spotify,374s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/41DTJjf2ZT7dTuZOKBNKbb
"Dust in the Wind",Kansas,"Point Of Know Return (Expanded Edition)",USSM10103196,spotify,206s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6zeE5tKyr8Nu882DQhhSQI
"Running Up That Hill (A Deal With God) - 2018 Remaster","Kate Bush","Hounds of Love (2018 Remaster)",GBAYE1800884,spotify,301s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/29d0nY7TzCoi22XBqDQkiP
"Walking On Sunshine","Katrina & The Waves","Katrina & The Waves",USCA28500452,spotify,239s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/05wIrZSwuaVWhcv5FfqeH0
Roar,"Katy Perry","PRISM (Deluxe)",USUM71308669,spotify,224s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6F5c58TMEs1byxUstkzVeM
"California Gurls","Katy Perry, Snoop Dogg","Teenage Dream: The Complete Confection",USCA21001135,spotify,235s,"2021-06-01 18:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6tS3XVuOyu10897O3ae7bi
"(Shake, Shake, Shake) Shake Your Booty","KC & The Sunshine Band","KC & the Sunshine Band, Pt. 3... and More",USRH10300756,spotify,187s,"2021-12-21 23:00",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3Is0Nnz59rzbNZE491URlY
"Days Go By","Keith Urban","Be Here",USCN10400100,spotify,225s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2jwaErbghhcia4JqUYWz3g
"Who Wouldn't Wanna Be Me","Keith Urban","Greatest Hits",USCN10701226,spotify,221s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7MtZJEuIZ6GEKGSN7ttTkX
"Milkshake - Radio Mix",Kelis,Tasty,USAR10300782,spotify,183s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2s0ouHqJebHfiQ6C1GUFJd
"Broken & Beautiful","Kelly Clarkson","Broken & Beautiful",USAT21901877,spotify,219s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Y9cAYTmyWJCcmfqdG2I29
"How Forever Feels","Kenny Chesney","Everywhere We Go",USBN19700118,spotify,188s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2HmMklpgK8vGCpJmPpz1yG
"She Thinks My Tractor's Sexy","Kenny Chesney","Everywhere We Go",USBN19800147,spotify,248s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3QV7NYkrmV0Q0IHdFJw9hO
Summertime,"Kenny Chesney","The Road And The Radio",USBN10500087,spotify,207s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3cE5ltZFHmBpiS77itKaOM
"Danger Zone - From ""Top Gun"" Original Soundtrack","Kenny Loggins","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",USSM18600108,spotify,215s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/34x6hEJgGAOQvmlMql5Ige
Footloose,"Kenny Loggins","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",USSM18400107,spotify,221s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6W2VbtvMrDXm5vYeB7amkO
"I'm Alright - Theme from ""Caddyshack""","Kenny Loggins","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",USSM18000120,spotify,226s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7vJnM5FUcOV3xAKJHSSUWj
"All Summer Long","Kid Rock","Rock n Roll Jesus",USAT20704333,spotify,298s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5rX6C5QVvvZB7XckETNych
"Kids In America","Kim Wilde","Kim Wilde",GBAYE8100054,spotify,206s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1YGZyfvdgZxzipWoWYVKxi
"Rock And Roll All Nite",KISS,"Dressed To Kill",USPR37509157,spotify,169s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6KTv0Z8BmVqM7DPxbGzpVC
"Detroit Rock City",KISS,"Double Platinum",USPR37707201,spotify,216s,"2021-12-21 23:00",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2jz6rWGqVCYsymwxGoaON4
"Come with Me Now",KONGOS,Lunatic,USY741100002,spotify,212s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2kWowW0k4oFymhkr7LmvzO
"Ladies Night - Single Version","Kool & The Gang","The 50 Greatest Songs",USPR37905295,spotify,206s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1i2ZI3tXuJUEjCY6zF3G9w
Celebration,"Kool & The Gang",Celebrate!,USPR38007190,spotify,299s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3K7Q9PHUWPTaknlbFPThn2
Gloria,"Laura Branigan","The Best of Branigan",USAT28400033,spotify,295s,"2021-06-17 19:17",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/15ob9SMGLWrexuPuyuMjKl
"Rock and Roll - Remaster","Led Zeppelin","Led Zeppelin IV (Deluxe Edition)",USAT21300957,spotify,221s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4PRGxHpCpF2yoOHYKQIEwD
"Black Dog - Remaster","Led Zeppelin","Led Zeppelin IV (Deluxe Edition)",USAT21300956,spotify,295s,"2021-08-03 22:50",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3qT4bUD1MaWpGrTwcvguhb
"Immigrant Song - Remaster","Led Zeppelin","Led Zeppelin III (Remaster)",USAT21300934,spotify,146s,"2021-09-24 01:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/78lgmZwycJ3nzsdgmPPGNx
"Whole Lotta Love - 1990 Remaster","Led Zeppelin","Led Zeppelin II (1994 Remaster)",USAT29900471,spotify,334s,"2022-08-10 17:00",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0hCB0YR03f6AmQaHbwWDe8
"Fly Away","Lenny Kravitz",5,USVI29800169,spotify,221s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1OxcIUqVmVYxT6427tbhDW
"Are You Gonna Go My Way","Lenny Kravitz","Are You Gonna Go My Way",USVI29300001,spotify,212s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/45Ia1U4KtIjAPPU7Wv1Sea
"You Make Me Feel Like Dancing - Remastered","Leo Sayer","Endless Flight",USWB10202831,spotify,219s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6gTrbqZnyljwXdYQTyBkSx
"Old Town Road - Remix","Lil Nas X, Billy Ray Cyrus","7 EP",USSM11902498,spotify,157s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
"Holiday Road - National Lampoon's Vacation","Lindsey Buckingham","Holiday Road",USRE10901266,spotify,132s,"2021-06-01 18:49",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/38i0QcGQ9hu8PMk4QObUTj
"Dancing On The Ceiling","Lionel Richie","Dancing On The Ceiling (Expanded Edition)",USMO18682745,spotify,271s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0snPJPxkk0MbTc0xeUvAPt
Funkytown,"Lipps Inc.","Shrek 2 (Original Motion Picture Soundtrack)",USPR37902457,spotify,240s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3JU7GqkbT5S51rgCbYJ20t
"About Damn Time",Lizzo,"About Damn Time",USAT22203696,spotify,192s,"2022-07-14 00:34",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4A2CyJ3VhCxiQCYXlV6zRL
"Going Back To Cali","LL COOL J","Walking With A Panther",USDJ28900009,spotify,249s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4Fkr6zTAxsXbG9kG8ISqos
"Around The Way Girl","LL COOL J","Mama Said Knock You Out",USDJ29000002,spotify,248s,"2021-11-09 02:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6jL1SnyXcXiKOmw4M2RnmT
"Beach Boys (feat. Mike Love & Bruce Johnston)","LOCASH, Bruce Johnston, Mike Love","Beach Boys (feat. Mike Love & Bruce Johnston)",QMRSZ2200176,spotify,184s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3oxOe0e2fDhLoblIAxWa1o
"Brandy (You're a Fine Girl)","Looking Glass","Looking Glass",USSM10903222,spotify,187s,"2022-02-14 19:40",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2BY7ALEWdloFHgQZG6VMLA
"Mambo No. 5 (a Little Bit of...)","Lou Bega","A Little Bit of Mambo",DEH259900010,spotify,220s,"2022-08-10 17:00",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6x4tKaOzfNJpEJHySoiJcs
"Working for the Weekend",Loverboy,"Get Lucky",CAC228100002,spotify,221s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/35k31HZI4z9PbBOioaI4dZ
"Country Girl (Shake It For Me)","Luke Bryan","Tailgates & Tanlines",USCN11100078,spotify,226s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0yD66650JxhqKbW76C2qCo
"Sweet Home Alabama","Lynyrd Skynyrd","Second Helping (Expanded Edition)",USMC17446153,spotify,284s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg
"Free Bird","Lynyrd Skynyrd","Pronounced' Leh-'Nerd 'Skin-'Nerd",USMC17301722,spotify,547s,"2022-08-10 17:00",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5EWPGh7jbTNO2wakv8LjUI
"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton","The Heist",GMM881200021,spotify,258s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
Vogue,Madonna,"Celebration (double disc version)",USWB10903600,spotify,317s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/27QvYgBk0CHOVHthWnkuWt
"Into the Groove",Madonna,"Celebration (double disc version)",USWB10903605,spotify,285s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2m0M7YqCy4lXfedh18qd8N
Holiday,Madonna,"Madonna (Reissue)",USWB18300013,spotify,232s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3ibAzRj9JnowdoLkyllk3n
"Open Your Heart",Madonna,"Celebration (double disc version)",USWB10903610,spotify,229s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3kme5Qos8h04yrKxsgur79
"Ray of Light",Madonna,"Ray of Light",USWB19701738,spotify,321s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4Fpsa3pYc3gozrxHRRPvR6
"Lean On","Major Lazer, MØ, DJ Snake","Peace Is The Mission (Extended)",QMUY41500008,spotify,177s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Lim1Py7xBgbAkAys3AGAG
"Do Wah Diddy Diddy","Manfred Mann","Mann Made Hits",GBAYE6400100,spotify,143s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7ko2240lyr2DngGin6Fx37
"Uptown Funk (feat. Bruno Mars)","Mark Ronson, Bruno Mars","Uptown Special",GBARL1401524,spotify,270s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
"Good Vibrations","Marky Mark And The Funky Bunch, Loleatta Holloway","Music For The People",USIR10211585,spotify,269s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5hWdgGVcfTeLPAiHM6EZG9
Sugar,"Maroon 5",V,USUM71410340,spotify,235s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2iuZJX9X9P0GKaE93xcPjk
"Moves Like Jagger","Maroon 5, Christina Aguilera","Skiing Workout Mix",USUM71109132,spotify,201s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/64QftS2rGzpynevjuCsJXW
Happier,"Marshmello, Bastille",Happier,USUG11801651,spotify,214s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
"Dancing In The Street - Stereo","Martha Reeves & The Vandellas","Dance Party",USMO16400446,spotify,165s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6rLqjzGV5VMLDWEnuUqi8q
"Got To Give It Up - Pt. 1","Marvin Gaye","Every Great Motown Hit Of Marvin Gaye",USMO17790023,spotify,255s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7ohR0qPH6f2Vuj2pUNanJG
"Break My Stride","Matthew Wilder","I Don't Speak The Language",USSM18300576,spotify,184s,"2022-08-10 17:00",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT
"U Can't Touch This","MC Hammer","Please Hammer Don't Hurt 'Em",USCA29000294,spotify,257s,"2022-02-14 19:40",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu
"Paradise By the Dashboard Light","Meat Loaf","Bat Out Of Hell",USSM11206829,spotify,508s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2g7gviEeJr6pyxO7G35EWQ
"Who Can It Be Now?","Men At Work","Business As Usual",NLB638140001,spotify,201s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5rfJ2Bq2PEL8yBjZLzouEu
"Enter Sandman (Remastered)",Metallica,"Metallica (Remastered)",QMKHM1900001,spotify,332s,"2022-08-26 21:54",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3VqHuw0wFlIHcIPWkhIbdQ
Conga!,"Miami Sound Machine","Primitive Love",USSM10026825,spotify,254s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3FdHgoJbH3DXNtGLh56pFu
"Beat It","Michael Jackson","Thriller 25 Super Deluxe Edition",USSM19902990,spotify,258s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1OOtq8tRnDM8kG2gqUPjAj
"Don't Stop 'Til You Get Enough","Michael Jackson","Off the Wall",USSM17900816,spotify,365s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/46eu3SBuFCXWsPT39Yg3tJ
"Rock with You - Single Version","Michael Jackson","Off the Wall",USSM17900817,spotify,221s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7oOOI85fVQvVnK5ynNMdW7
Maniac,"Michael Sembello","Flashdance (Original Soundtrack From The Motion Picture)",USPR38302462,spotify,245s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0QKfiqpEU4h9ycPSzIFwYe
"Party In The U.S.A.","Miley Cyrus","The Time Of Our Lives",USHR10924519,spotify,202s,"2021-07-07 20:27",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5Q0Nhxo0l2bP3pNjpGJwV1
"Float On","Modest Mouse","Good News For People Who Love Bad News",USSM10315494,spotify,208s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2lwwrWVKdf3LR9lbbhnr6R
"Mississippi Queen",Mountain,Climbing!,USSM10017943,spotify,151s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4vO9dmzNRqDhFY3jD1a3P7
"The Wolf","Mumford & Sons","Wilder Mind",GBUM71500539,spotify,221s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2rS77EbhEs7Y2UZD8pWIPb
"In the Summertime","Mungo Jerry","In the Summertime",GBAJE7000049,spotify,216s,"2022-05-30 00:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3RNyGLgSvmVRZ7xKUp8Wgd
"Home Sweet Home","Mötley Crüe","Theatre of Pain",USBY29900177,spotify,241s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4zXvB4MoQD8onk0NCZbeHG
"Kickstart My Heart","Mötley Crüe","Dr. Feelgood",USBY29900215,spotify,283s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7GonnnalI2s19OCQO1J7Tf
"Sweet Caroline","Neil Diamond","Sweet Caroline",USMC16991138,spotify,204s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/62AuGbAkt8Ox2IrFFb8GKV
"Rockin' in the Free World","Neil Young",Freedom,USRE19900712,spotify,282s,"2021-07-07 20:27",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4Y7fEQ4PAzhlLnLviRw2P4
"Ride Wit Me","Nelly, City Spud","Country Grammar",USUR10000183,spotify,292s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3Gf5nttwcX9aaSQXRWidEZ
"Everybody Talks","Neon Trees","Picture Show",USUM71119189,spotify,177s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq
"You Get What You Give","New Radicals","Maybe You've Been Brainwashed Too",USMC19858327,spotify,301s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Cwsd5xI8CajJz795oy4XF
"Sister Christian","Night Ranger","Midnight Madness",USMC18314773,spotify,303s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/57trQKFZdJxHia4sMJioWk
"Smells Like Teen Spirit",Nirvana,"Nevermind (Remastered)",USGF19942501,spotify,302s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5ghIJDpPoe3CfHMGu71E6T
"Just A Girl","No Doubt","Tragic Kingdom",USIR19500272,spotify,209s,"2022-01-14 04:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5lWRaa0fBxDE5yU91npPq7
"Spirit In The Sky","Norman Greenbaum","Spirit In The Sky",USRE19600416,spotify,243s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0jvN7eQJJt4nxQzgQfZ1SP
"So Close","NOTD, Felix Jaehn, Captain Cuts, Georgia Ku","So Close (feat. Georgia Ku)",SEUM71800604,spotify,190s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK
"Love Rollercoaster","Ohio Players",Honey,USPR37504023,spotify,290s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1hRDHWWealh2Pk3fnpIe75
"Here It Goes Again","OK Go","Oh No",USCA20500270,spotify,180s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1pHP4JeQV9wDx87D6qH9hD
"Rescue Me",OneRepublic,"Rescue Me",USUM71907507,spotify,159s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
"I Lived",OneRepublic,Native,USUM71301307,spotify,235s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7D49Iig0avHre9RFSUMkd2
"Hey Ya!",Outkast,"Speakerboxxx/The Love Below",USAR10300924,spotify,235s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM
"Crazy Train","Ozzy Osbourne","Blizzard of Ozz (Expanded Edition)",USSM11002845,spotify,296s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2b9lp5A6CqSzwOrBfAFhof
"So What",P!nk,"Funhouse (Expanded Edition)",USLF20800067,spotify,215s,"2021-11-09 02:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0JiY190vktuhSGN6aqJdrt
"Hey Look Ma, I Made It","Panic! At The Disco","Pray for the Wicked",USAT21801173,spotify,170s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa
"You Can Call Me Al","Paul Simon","Graceland (25th Anniversary Deluxe Edition)",USSM11002274,spotify,280s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0qxYx4F3vm1AOnfux6dDxP
"Late in the Evening","Paul Simon","One-Trick Pony",USSM11002258,spotify,243s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2h23bjG8B3bcD47HBu6bHG
"Me and Julio Down by the Schoolyard","Paul Simon","Paul Simon",USSM11002239,spotify,165s,"2021-09-08 23:53",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6vxHp3CDNo0afgKGp2yi1E
"West End Girls - 2001 Remaster","Pet Shop Boys","Please: Further Listening 1984-1986",GBAYE0100001,spotify,245s,"2021-10-22 00:27",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7FlwylpJSe3ea6m1IrkizS
"Let My Love Open The Door","Pete Townshend","Empty Glass",GBUM71500440,spotify,165s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0otlwsD3mSogk7VJCTp6Kg
"Solsbury Hill","Peter Gabriel","Peter Gabriel 1: Car (Remastered Version)",GBCPB0900635,spotify,261s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1CM1wOqD2AIjt2MWd31LV2
"Sledgehammer - 2012 Remaster","Peter Gabriel","So (25th Anniversary Deluxe Edition)",GBCPB1200864,spotify,312s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4AUS8KNz7zX8XFu9L38GT0
"In The Air Tonight - 2015 Remastered","Phil Collins","Face Value (Deluxe Editon)",USAT21502120,spotify,336s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/18AXbzPzBS8Y3AkgSxzJPb
"Take Me Home - 2016 Remaster","Phil Collins","No Jacket Required (2016 Remaster)",USRH11600252,spotify,354s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2s6wCS3vDZFPY9NOTlPXJZ
"Sussudio - 2016 Remaster","Phil Collins","No Jacket Required (2016 Remaster)",USRH11600243,spotify,263s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4qM461TqtpnP4GLRIXwEnW
"Easy Lover","Philip Bailey, Phil Collins","Chinese Wall (Expanded Edition)",USSM18400801,spotify,306s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5LYJ631w9ps5h9tdvac7yP
"Gone, Gone, Gone","Phillip Phillips","The World From The Side Of The Moon (Deluxe)",QMTM61200406,spotify,210s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5L79aNYCTKiZq7vaOElXYj
Home,"Phillip Phillips","The World From The Side Of The Moon (Deluxe)",QMTM61200272,spotify,210s,"2021-12-21 23:00",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4rsW3WCZBGwhHfJWuHRwyT
"Run Like Hell","Pink Floyd","The Wall",GBN9Y1100116,spotify,264s,"2021-07-07 20:27",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0EaLRxrtnq7Mqhdf8q9txr
"Nothin' But A Good Time - Remastered 2006",Poison,"Open Up And Say...Ahh! (20th Anniversary Edition)",USCA20501298,spotify,225s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2V8KvnD5LVeeDChMWEkSzC
"Middle of the Road - 2007 Remaster",Pretenders,"Learning to Crawl (Expanded & Remastered)",GBAHT0700186,spotify,254s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1YhyOTcVjHe73cm6tYrHkA
